id,text,username,timestamp,permalink,media_type,media_url,reply_length,has_text,is_nested,manual_sentiment,is_tagged,ml_sentiment,ml_confidence,model_type,model_name,ml_prob_positive,ml_prob_negative,ml_prob_neutral,test_accuracy,avg_training_confidence
18052967072431131,You're obese ma'am. You're a burden to the food stamp and medical system. Respectfully,acceptannce,2025-08-10 15:31:34+00:00,https://www.threads.com/@acceptannce/post/DNLftgvNGx7,TEXT_POST,,86.0,True,False,negative,yes,negative,0.7831613368502903,linear,logistic_regression,0.11005336853656279,0.7831613368502903,0.10678529461314683,0.7619047619047619,0.725063607017706
18074327471060018,Wait until you won’t be able to buy pop with your SNAP benefits… It’s a new thing coming next year so good luck to ya 😂,acrane82,2025-08-10 03:08:56+00:00,https://www.threads.com/@acrane82/post/DNKKuWhsanI,TEXT_POST,,119.0,True,False,negative,yes,negative,0.7570133280830085,linear,logistic_regression,0.1167789989610795,0.7570133280830085,0.12620767295591206,0.7619047619047619,0.725063607017706
18090613804734001,Bun length ball park hot dogs are $2.97.,adamc_rk,2025-08-10 21:05:16+00:00,https://www.threads.com/@adamc_rk/post/DNMF5sHyVc0,40,TRUE,,,,negative,yes,negative,0.7336015949351781,linear,logistic_regression,0.1308975098056832,0.7336015949351781,0.13550089525913883,0.7619047619047619,0.725063607017706
18280397170279536,Never in my life have I been hungry and thought oh a soda will take care of my hunger,adamtyler182,2025-08-11 04:05:56+00:00,https://www.threads.com/@adamtyler182/post/DNM2CrbRQpR,TEXT_POST,,85.0,True,False,negative,yes,negative,0.7838974955620254,linear,logistic_regression,0.12345106676578158,0.7838974955620254,0.09265143767219305,0.7619047619047619,0.725063607017706
18416397850101304,"I’ve been to the point where I’ve had to buy a box of pancake mix and make it last a week, for EVERY meal. Not because I love pancakes, but because it was the cheapest and most filling thing I could think of that would make more than one meal. 
Sometimes it’s not about the healthiest or tastiest option. Sometimes it’s about finding what will sustain you the longest. 
Too many people don’t even TRY to understand situations they’ve never been put in.",adriannaaa_roseee,2025-08-10 00:21:43+00:00,https://www.threads.com/@adriannaaa_roseee/post/DNJ3lqIhf5i,TEXT_POST,,452.0,True,False,positive,yes,negative,0.6456181916225683,linear,logistic_regression,0.251392915109882,0.6456181916225683,0.10298889326754984,0.7619047619047619,0.725063607017706
17882248521242616,You're definitely no nutritional authority,adventuremington,2025-08-10 17:08:47+00:00,https://www.threads.com/@adventuremington/post/DNLq1lmOZIl,TEXT_POST,,42.0,True,False,negative,yes,negative,0.7793742819040594,linear,logistic_regression,0.10869389713072175,0.7793742819040594,0.11193182096521878,0.7619047619047619,0.725063607017706
17855893353484431,"I will drink a coke to fill me up when I’m too busy to take a lunch break, or didn’t bring lunch from home and can’t spend the money on takeout. It’s just about getting through the day sometimes.",aedwards37,2025-08-10 10:45:33+00:00,https://www.threads.com/@aedwards37/post/DNK--vlO0rq,TEXT_POST,,195.0,True,False,positive,yes,negative,0.6017209820750226,linear,logistic_regression,0.2594244956534785,0.6017209820750226,0.13885452227149894,0.7619047619047619,0.725063607017706
18016212770762009,Beggers can't be choosers. Be grateful for the money the government took from someone else and gave to you.,afreeman_livingthedream,2025-08-09 22:22:07+00:00,https://www.threads.com/@afreeman_livingthedream/post/DNJp5ltyj1l,TEXT_POST,,107.0,True,False,negative,yes,negative,0.7246458902607102,linear,logistic_regression,0.14889892253114634,0.7246458902607102,0.12645518720814347,0.7619047619047619,0.725063607017706
18525729460056360,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,afreeman_livingthedream,2025-08-09 22:34:46+00:00,https://www.threads.com/@afreeman_livingthedream/post/DNJrWUjty3W,97,TRUE,,,,negative,yes,negative,0.7808221391043183,linear,logistic_regression,0.1148632760294402,0.7808221391043183,0.1043145848662416,0.7619047619047619,0.725063607017706
18525729460056360,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,afreeman_livingthedream,2025-08-09 22:34:46+00:00,https://www.threads.com/@afreeman_livingthedream/post/DNJrWUjty3W,97,TRUE,,,,negative,yes,negative,0.7808221391043183,linear,logistic_regression,0.1148632760294402,0.7808221391043183,0.1043145848662416,0.7619047619047619,0.725063607017706
17908790040084703,"Girl! I hear you! Sometimes I just don’t feel like eating 🥣 anything (I’m not poor, just picky) and I drink a soda 🥤 and life is better! Especially when I’m at work, (I’m a nurse👩🏼‍⚕️)",ahuffangel,2025-08-10 07:52:09+00:00,https://www.threads.com/@ahuffangel/post/DNKrIpEOa4a,TEXT_POST,,184.0,True,False,positive,yes,negative,0.630048453625179,linear,logistic_regression,0.24634960160713254,0.630048453625179,0.12360194476768831,0.7619047619047619,0.725063607017706
18107281396530322,You could buy a bag of apples for 3 dollars,ahwrx,2025-08-11 06:55:36+00:00,https://www.threads.com/@ahwrx/post/DNNJdZuukfE,TEXT_POST,,43.0,True,False,neutral,yes,negative,0.5485276490481261,linear,logistic_regression,0.1219632271262592,0.5485276490481261,0.3295091238256147,0.7619047619047619,0.725063607017706
18320872864227522,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",aicaicem,2025-08-10 17:35:48+00:00,https://www.threads.com/@aicaicem/post/DNLt7cTx7VZ,TEXT_POST,,225.0,True,False,positive,yes,negative,0.5071025535421875,linear,logistic_regression,0.37230214328686495,0.5071025535421875,0.12059530317094759,0.7619047619047619,0.725063607017706
18164387911325049,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",aicaicem,2025-08-10 17:35:35+00:00,https://www.threads.com/@aicaicem/post/DNLt56BxlxP,TEXT_POST,,225.0,True,False,positive,yes,negative,0.5071025535421875,linear,logistic_regression,0.37230214328686495,0.5071025535421875,0.12059530317094759,0.7619047619047619,0.725063607017706
17941920054018964,"also people with t1 diabetes need access to sugary drinks! it helps them get their blood sugar up much faster than food, so if they're dropping quickly it's much better to have a soda on hand",alaina_k_burr,2025-08-10 19:47:56+00:00,https://www.threads.com/@alaina_k_burr/post/DNL9DMkBozS,TEXT_POST,,191.0,True,False,positive,yes,negative,0.7027315672222032,linear,logistic_regression,0.21875618345873526,0.7027315672222032,0.07851224931906152,0.7619047619047619,0.725063607017706
18074571070989784,1 banana and 1 Apple would be a better option.,alemorales_123,2025-08-10 18:56:19+00:00,https://www.threads.com/@alemorales_123/post/DNL3JQIvfM8,TEXT_POST,,46.0,True,False,negative,yes,negative,0.7244319763432293,linear,logistic_regression,0.14345803619605624,0.7244319763432293,0.1321099874607145,0.7619047619047619,0.725063607017706
18124832446462834,You know what's even better than a $3 jug of soda. 3-6 cans of beans for $3 which could feed you for a couple days. Has protein and fiber to stave off hunger and actual nutrition.,alex.w.burton,2025-08-10 01:04:16+00:00,https://www.threads.com/@alex.w.burton/post/DNJ8dRwM7va,TEXT_POST,,179.0,True,False,negative,yes,negative,0.7840221016913862,linear,logistic_regression,0.11299615976942108,0.7840221016913862,0.10298173853919276,0.7619047619047619,0.725063607017706
17948938712880719,"SNAP sounds for Supplemental Nutrition Assistance Program. Soda, while enjoyable to drink, is made up of empty calories and is largely bereft of nutritional value. If the taxpayer is forced to pay for your “nutrition” it should be nutritious, not a sugary treat.",alexbitzan,2025-08-10 20:41:42+00:00,https://www.threads.com/@alexbitzan/post/DNMDNEYJJI-,TEXT_POST,,262.0,True,False,negative,yes,negative,0.7629319808147345,linear,logistic_regression,0.12233542248665359,0.7629319808147345,0.11473259669861195,0.7619047619047619,0.725063607017706
17887706862204892,Spoken like a true big back,alexd_1231,2025-08-11 15:28:23+00:00,https://www.threads.com/@alexd_1231/post/DNOEJErR-rM,TEXT_POST,,27.0,True,False,negative,yes,negative,0.691463219704082,linear,logistic_regression,0.15083023570970122,0.691463219704082,0.15770654458621683,0.7619047619047619,0.725063607017706
18079100842901113,Who gives af what’s satiating to someone or not,alexisokayaf,2025-08-10 07:21:46+00:00,https://www.threads.com/@alexisokayaf/post/DNKnqIktOMv,TEXT_POST,,47.0,True,False,negative,yes,negative,0.7336015949351781,linear,logistic_regression,0.1308975098056832,0.7336015949351781,0.13550089525913883,0.7619047619047619,0.725063607017706
17883071709356957,Well in that case get sugar and water. Still comes up less expensive than soda 🤷🏻‍♀️,aliceblin,2025-08-10 01:46:50+00:00,https://www.threads.com/@aliceblin/post/DNKBVF8RtFn,TEXT_POST,,84.0,True,False,negative,yes,negative,0.7845763924795457,linear,logistic_regression,0.10495349724711694,0.7845763924795457,0.11047011027333721,0.7619047619047619,0.725063607017706
18075249640824392,Been through all 3. Have low sugar issues and I still agree with my tax paying dollars to fund something healthier. An apple is around 1$ and would work best than sugar. It’s a simple/complex carb thing. Look it up if you worry about these things you say you do!,aliceblin,2025-08-10 01:48:03+00:00,https://www.threads.com/@aliceblin/post/DNKBd-YxDxk,262,TRUE,,,,negative,yes,negative,0.7181748288850979,linear,logistic_regression,0.13326214900866948,0.7181748288850979,0.14856302210623273,0.7619047619047619,0.725063607017706
18159828703335582,Snap seem to be feeding you well babe.,aliciasmiff,2025-08-10 08:49:53+00:00,https://www.threads.com/@aliciasmiff/post/DNKxvk9u__k,TEXT_POST,,38.0,True,False,negative,yes,negative,0.7657620017894956,linear,logistic_regression,0.12234750333376543,0.7657620017894956,0.111890494876739,0.7619047619047619,0.725063607017706
18372731287181265,"There’s plenty of other beverages you can drink. Sugar in most available soda pop is high fructose corn syrup, very far from regular sugar",allik4tt,2025-08-10 00:59:29+00:00,https://www.threads.com/@allik4tt/post/DNJ76LpAimp,TEXT_POST,,138.0,True,False,negative,yes,negative,0.7616483264487217,linear,logistic_regression,0.1105774132299776,0.7616483264487217,0.12777426032130085,0.7619047619047619,0.725063607017706
18015338225769096,"You’re right, it is unpopular.",almanaylor1,2025-08-10 14:41:02+00:00,https://www.threads.com/@almanaylor1/post/DNLZ7gAu65z,TEXT_POST,,30.0,True,False,negative,yes,negative,0.7810605055658006,linear,logistic_regression,0.1065251522092402,0.7810605055658006,0.11241434222495922,0.7619047619047619,0.725063607017706
18114759985512086,You need to lay off the sugar not than a little hun.,alock_23,2025-08-10 06:37:44+00:00,https://www.threads.com/@alock_23/post/DNKinnsN-Qm,TEXT_POST,,52.0,True,False,negative,yes,negative,0.777945374699669,linear,logistic_regression,0.11833556301820057,0.777945374699669,0.1037190622821304,0.7619047619047619,0.725063607017706
18231247015294607,"Actual soda would be one of the worst things to buy if you are hungry and only have 3$. There are plenty of cheap alternatives that offer some nutrients, are shelf stable and filling like a jar of peanut butter. Soda  doesn't have any protein, fiber or fat, which makes you feel full and stay full, but also the high sugar and caffeine can cause dehydration.",amanda_belleglass,2025-08-11 04:45:46+00:00,https://www.threads.com/@amanda_belleglass/post/DNM6mZqOltJ,TEXT_POST,,358.0,True,False,negative,yes,negative,0.7357847919324821,linear,logistic_regression,0.09698970569345261,0.7357847919324821,0.16722550237406528,0.7619047619047619,0.725063607017706
18087441070761322,Something that also has sugar (naturally from the fruit) and is liquid? Orange juice. And it will still be covered. But so many better more filling things can be purchased for $3,amandagracephoto.co,2025-08-10 04:17:07+00:00,https://www.threads.com/@amandagracephoto.co/post/DNKShzBto4P,TEXT_POST,,178.0,True,False,negative,yes,negative,0.7402537226655854,linear,logistic_regression,0.13276090080734682,0.7402537226655854,0.12698537652706782,0.7619047619047619,0.725063607017706
18102296536506523,Oink,americainteresting2,2025-08-10 23:46:21+00:00,https://www.threads.com/@americainteresting2/post/DNMYVfypBhL,TEXT_POST,,4.0,True,False,negative,yes,negative,0.7336015949351781,linear,logistic_regression,0.1308975098056832,0.7336015949351781,0.13550089525913883,0.7619047619047619,0.725063607017706
17934003837074108,I don’t suppose you’ve heard of a salad,americainteresting2,2025-08-10 23:46:35+00:00,https://www.threads.com/@americainteresting2/post/DNMYXLUJoLF,39,TRUE,,,,negative,yes,negative,0.7559954842351638,linear,logistic_regression,0.14495780134762137,0.7559954842351638,0.09904671441721472,0.7619047619047619,0.725063607017706
18069347930117599,This is the stupidest thing I have read all day,andrew_aldridge,2025-08-10 10:48:54+00:00,https://www.threads.com/@andrew_aldridge/post/DNK_XNQutZS,TEXT_POST,,47.0,True,False,negative,yes,negative,0.7458991890996286,linear,logistic_regression,0.1383428573673084,0.7458991890996286,0.1157579535330629,0.7619047619047619,0.725063607017706
17980673282909512,I've been both. And I say that SNAP cutting off sugary food is awesome,angelic_syns,2025-08-10 02:52:24+00:00,https://www.threads.com/@angelic_syns/post/DNKI1OdsNTf,70,TRUE,,,,negative,yes,negative,0.7850675991941228,linear,logistic_regression,0.11715753008603579,0.7850675991941228,0.09777487071984148,0.7619047619047619,0.725063607017706
17980673282909512,I've been both. And I say that SNAP cutting off sugary food is awesome,angelic_syns,2025-08-10 02:52:24+00:00,https://www.threads.com/@angelic_syns/post/DNKI1OdsNTf,70,TRUE,,,,negative,yes,negative,0.7850675991941228,linear,logistic_regression,0.11715753008603579,0.7850675991941228,0.09777487071984148,0.7619047619047619,0.725063607017706
18147369376396714,I don’t think soda is ever a good option regardless unless you’re drinking it with whiskey,angelnoel_96_19_20_21_23,2025-08-10 18:55:48+00:00,https://www.threads.com/@angelnoel_96_19_20_21_23/post/DNL3FbAJmOc,TEXT_POST,,90.0,True,False,negative,yes,negative,0.7584346531177779,linear,logistic_regression,0.14952858782854975,0.7584346531177779,0.09203675905367235,0.7619047619047619,0.725063607017706
17983617746711753,Orrrrr 3 apples,annadparker,2025-08-10 11:46:37+00:00,https://www.threads.com/@annadparker/post/DNLF97gAT8h,TEXT_POST,,15.0,True,False,negative,yes,negative,0.7308978195024454,linear,logistic_regression,0.1124991484576928,0.7308978195024454,0.15660303203986184,0.7619047619047619,0.725063607017706
18091802401661137,Make spaghetti,apicasso74,2025-08-10 22:23:53+00:00,https://www.threads.com/@apicasso74/post/DNMO5ZXRnqp,TEXT_POST,,14.0,True,False,negative,yes,negative,0.654894048505551,linear,logistic_regression,0.22691813540387692,0.654894048505551,0.11818781609057213,0.7619047619047619,0.725063607017706
18303787999217826,There was a point in time where my family could only eat what we went out and killed ourselves or what food stamps provided. Soda was a luxury because actually nutritious meals were gonna get us by for longer than the short term sugar high.,archelunatic,2025-08-10 08:34:50+00:00,https://www.threads.com/@archelunatic/post/DNKwBWZOLHs,TEXT_POST,,240.0,True,False,negative,yes,negative,0.792655312402918,linear,logistic_regression,0.10444509120277849,0.792655312402918,0.10289959639430354,0.7619047619047619,0.725063607017706
17850899199530549,"Nice bait, sow",arfanclubofficial,2025-08-11 03:08:51+00:00,https://www.threads.com/@arfanclubofficial/post/DNMvgjuMFtm,TEXT_POST,,14.0,True,False,negative,yes,negative,0.7336015949351781,linear,logistic_regression,0.1308975098056832,0.7336015949351781,0.13550089525913883,0.7619047619047619,0.725063607017706
18078432833308637,Sugar is the fastest digesting source of calories its not sustaining nobody’s hunger and people can go a month without food u dont need a daily sugar injection with no nutrients.,artur.makaryan0,2025-08-10 05:51:12+00:00,https://www.threads.com/@artur.makaryan0/post/DNKdS1nNC3N,178,TRUE,,,,negative,yes,negative,0.7743498238662264,linear,logistic_regression,0.12234442707471294,0.7743498238662264,0.10330574905906073,0.7619047619047619,0.725063607017706
18009578453608776,"You know what else staves off hunger?? The gym. Or in the absence of a gym, 7 or 8 laps 6 times a week around a local school track.",asmithberg1977,2025-08-09 23:14:10+00:00,https://www.threads.com/@asmithberg1977/post/DNJv22CtFfj,TEXT_POST,,131.0,True,False,negative,yes,negative,0.7563066580940535,linear,logistic_regression,0.11532214868447552,0.7563066580940535,0.128371193221471,0.7619047619047619,0.725063607017706
18043814708641699,Rice is cheaper than soda you fat fuck,atouchofturquoise,2025-08-09 22:13:14+00:00,https://www.threads.com/@atouchofturquoise/post/DNJo4mSuAMR,TEXT_POST,,38.0,True,False,negative,yes,negative,0.775315213962295,linear,logistic_regression,0.10766506128291045,0.775315213962295,0.11701972475479461,0.7619047619047619,0.725063607017706
17909194590195262,yeah I know a bunch of homeless people who have to basically eat garbage because they don't have access to a kitchen,audreylbowers,2025-08-09 22:54:09+00:00,https://www.threads.com/@audreylbowers/post/DNJtkRAPG_J,116,TRUE,,,,positive,yes,negative,0.682074356460602,linear,logistic_regression,0.20633091780832105,0.682074356460602,0.11159472573107694,0.7619047619047619,0.725063607017706
18396661276143785,"I personally could come up with a lot better options for $3. 
But I don’t think it’s anyone else’s decision to make other than the person buying it so there’s also that.",auriellamonroe,2025-08-10 03:02:51+00:00,https://www.threads.com/@auriellamonroe/post/DNKKB0TRHdq,TEXT_POST,,169.0,True,False,positive,yes,negative,0.5973088837807867,linear,logistic_regression,0.3015763722851015,0.5973088837807867,0.10111474393411182,0.7619047619047619,0.725063607017706
18081007690923375,$3 can buy you 12 bannanas.  That’s a healthy choice.  There’s absolutely no reason that someone should be drinking soda because they’re hungry.  Are you that stupid or are you sponsored by big sugar?,awirecki,2025-08-10 21:59:05+00:00,https://www.threads.com/@awirecki/post/DNMMDyVxTuC,TEXT_POST,,200.0,True,False,negative,yes,negative,0.7875255500782907,linear,logistic_regression,0.09313924766161842,0.7875255500782907,0.11933520226009092,0.7619047619047619,0.725063607017706
17962990451797318,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,ayo.esteelo,2025-08-10 05:00:03+00:00,https://www.threads.com/@ayo.esteelo/post/DNKXcJtu-pt,TEXT_POST,,91.0,True,False,negative,yes,negative,0.7336015949351781,linear,logistic_regression,0.1308975098056832,0.7336015949351781,0.13550089525913883,0.7619047619047619,0.725063607017706
17971890896925021,Been homeless and on EBT. You DO NOT need the soda.,ayo.esteelo,2025-08-10 05:00:21+00:00,https://www.threads.com/@ayo.esteelo/post/DNKXeWXuOTa,51,TRUE,,,,negative,yes,negative,0.7673257791138032,linear,logistic_regression,0.1356452330173393,0.7673257791138032,0.09702898786885746,0.7619047619047619,0.725063607017706
18125224867464350,"As a diabetic I know all about hypoglycemia and its onset from crashing from high sugar components in your diet. Sugar staves off hypoglycemia temporarily, but high sugar intake can often be the cause. Healthier choices have a mix of carbs and protein to last longer",badzodiac,2025-08-11 01:51:08+00:00,https://www.threads.com/@badzodiac/post/DNMmnatO9hN,TEXT_POST,,266.0,True,False,neutral,yes,negative,0.6905827301871087,linear,logistic_regression,0.0975118111955895,0.6905827301871087,0.21190545861730178,0.7619047619047619,0.725063607017706
18055378019413790,Yeah I didn't even have to look at your profile and I already knew this was a morbidly obese take,banksmuscle_,2025-08-10 17:25:17+00:00,https://www.threads.com/@banksmuscle_/post/DNLsueKxpTF,TEXT_POST,,97.0,True,False,negative,yes,negative,0.761099708732243,linear,logistic_regression,0.13097362653530592,0.761099708732243,0.10792666473245105,0.7619047619047619,0.725063607017706
18052443677618112,People on snap are grown adults. Pretty sure they can make decisions on their own. No one needs the govt dictating what we eat or drink.,beach_writer17,2025-08-10 16:13:43+00:00,https://www.threads.com/@beach_writer17/post/DNLkiQtOYsy,TEXT_POST,,136.0,True,False,positive,yes,negative,0.5651717034674,linear,logistic_regression,0.31753442643534086,0.5651717034674,0.11729387009725918,0.7619047619047619,0.725063607017706
17850610272527277,"I mean, yeah, that’s true. All of what you said is true. Pretty sure all your opposition is coming from people who think you’re advocating for homeless people with three bucks left on EBT to chug an entire two-liter in one go.",bendrivesanambo,2025-08-09 22:26:34+00:00,https://www.threads.com/@bendrivesanambo/post/DNJqaLlyAUL,TEXT_POST,,226.0,True,False,positive,yes,negative,0.5828857562613278,linear,logistic_regression,0.3052039312197367,0.5828857562613278,0.11191031251893552,0.7619047619047619,0.725063607017706
18069983669115171,I’ve seen poor people in the inner-city neighborhoods survive off of chips and sodas for days. ,bensnugs,2025-08-09 22:16:37+00:00,https://www.threads.com/@bensnugs/post/DNJpRTmSoUm,TEXT_POST,,97.0,True,False,positive,yes,negative,0.6731820241362391,linear,logistic_regression,0.22302014238488205,0.6731820241362391,0.10379783347887886,0.7619047619047619,0.725063607017706
18398002336191571,You are like Hitler lecturing us about Jewish healthcare.,bergy350,2025-08-10 09:35:51+00:00,https://www.threads.com/@bergy350/post/DNK3APvNSc5,TEXT_POST,,57.0,True,False,negative,yes,negative,0.7334367047706182,linear,logistic_regression,0.11131929939715698,0.7334367047706182,0.15524399583222484,0.7619047619047619,0.725063607017706
