id,text,username,timestamp,permalink,reply_length,has_text,is_nested,cleaned_text,emojis,emoji_count,has_question,has_exclamation,has_caps,word_count,char_count,positive_keywords,negative_keywords,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sentiment,textblob_polarity,textblob_subjectivity,textblob_sentiment,combined_sentiment_score,optimized_sentiment,confidence,optimization_applied,hour
18308083912175040,"Buy a bushel of bananas… a banana even in Vail, Colorado America’s most expensive town is less than $1. 3 bananas will fill you up more than a soda 🤷‍♀️ you just want government handouts.",chelssearay,2025-08-11 13:12:24+00:00,https://www.threads.com/@chelssearay/post/DNN0lJ4RF83,187,True,False,"Buy a bushel of bananas… a banana even in Vail, Colorado America’s most expensive town is less than $1. 3 bananas will fill you up more than a soda  you just want government handouts.",🤷‍♀️,1,False,False,False,34,187,0,0,0.0772,0.034,0.0,0.966,positive,0.08333333333333334,0.44166666666666665,neutral,0.07965333333333334,positive,low,False,13
17987599463698641,That’s a huge bitch!,dedtone,2025-08-11 13:07:15+00:00,https://www.threads.com/@dedtone/post/DNNz_Y9NKtD,20,True,False,That’s a huge bitch!,,0,False,True,False,4,20,0,0,-0.4199,0.274,0.488,0.238,negative,0.49999999999999994,0.9,positive,-0.051940000000000014,negative,low,False,13
17903643408232964,It’s honestly so weird and scary that people are trying to dictate what other people do/do not deserve ☠️,color_bykarlee,2025-08-11 12:53:22+00:00,https://www.threads.com/@color_bykarlee/post/DNNyZxNRVt-,105,True,False,It’s honestly so weird and scary that people are trying to dictate what other people do/do not deserve,☠️,1,False,False,False,18,105,0,1,-0.4029,0.112,0.214,0.674,negative,-0.375,0.7916666666666666,negative,-0.39174,negative,high,False,12
18394532587188181,Retard opinion,dgen311,2025-08-11 12:52:43+00:00,https://www.threads.com/@dgen311/post/DNNyU8CuSBL,14,True,False,Retard opinion,,0,False,False,False,2,14,0,0,-0.5267,0.0,0.773,0.227,negative,-0.9,1.0,negative,-0.6760200000000001,negative,high,False,12
17919220923137149,You sound like a petulant child who has been told no more soda pop for the day.,cheezewhizdaddy,2025-08-11 12:34:37+00:00,https://www.threads.com/@cheezewhizdaddy/post/DNNwQePxBAo,79,True,False,You sound like a petulant child who has been told no more soda pop for the day.,,0,False,False,False,17,79,0,1,0.0772,0.127,0.112,0.761,positive,0.07500000000000001,0.45,neutral,0.07632,positive,low,False,12
17917802598137647,"Bananas are an under a dollar a pound and store brand water in under a dollar as well as yoplait yogurt is under a dollar. So for under three dollars, you can get a bottle of water, roughly 3 bananas and yogurt, that sure does sound a lot better than a bottle of Coke to me.",nikxzzxz,2025-08-11 12:15:52+00:00,https://www.threads.com/@nikxzzxz/post/DNNuHFPxCwg,274,True,False,"Bananas are an under a dollar a pound and store brand water in under a dollar as well as yoplait yogurt is under a dollar. So for under three dollars, you can get a bottle of water, roughly 3 bananas and yogurt, that sure does sound a lot better than a bottle of Coke to me.",,0,False,False,False,56,274,0,0,0.743,0.121,0.0,0.879,positive,0.325,0.5472222222222222,positive,0.5758,positive,high,False,12
18085552831881939,"If you are claiming soda is the life line, you are done and time to move on from you completely. Sugar is not the answer. Have you looked in the mirror.",kennyhodson33,2025-08-11 12:15:17+00:00,https://www.threads.com/@kennyhodson33/post/DNNuC3AOLaI,152,True,False,"If you are claiming soda is the life line, you are done and time to move on from you completely. Sugar is not the answer. Have you looked in the mirror.",,0,False,False,False,31,152,0,1,0.0,0.0,0.0,1.0,neutral,0.1,0.4,neutral,0.04000000000000001,negative,low,True,12
17903854788226761,"Sugar does not curve hunger pangs, just the opposite actually.  Protein, in meat and eggs will stave hunger.  You also do not have to eat all day long.  Eat one big meal filled with fat and protien and drink water. You will lose that need for snacks.  Sugar and refined carbs are the problem.",johnniereno1,2025-08-11 12:07:13+00:00,https://www.threads.com/@johnniereno1/post/DNNtHwpNJ8y,292,True,False,"Sugar does not curve hunger pangs, just the opposite actually.  Protein, in meat and eggs will stave hunger.  You also do not have to eat all day long.  Eat one big meal filled with fat and protien and drink water. You will lose that need for snacks.  Sugar and refined carbs are the problem.",,0,False,False,False,54,292,0,2,-0.6868,0.029,0.125,0.845,negative,0.07,0.3,neutral,-0.3840799999999999,negative,high,False,12
18082033498713111,Some ready to drink protein drinks are around the same price and a hell of a lot better for you than a soda lol,hotcheetohboii,2025-08-11 11:57:59+00:00,https://www.threads.com/@hotcheetohboii/post/DNNsEKmN_cg,111,True,False,Some ready to drink protein drinks are around the same price and a hell of a lot better for you than a soda lol,,0,False,False,False,24,111,0,0,0.3818,0.25,0.14,0.61,positive,0.375,0.45625,positive,0.37908,positive,high,False,11
17896055115146204,I was going to say something until I saw your ass getting whooped in the comments. You deserve this one.,queenluhqueefuh,2025-08-11 11:43:58+00:00,https://www.threads.com/@queenluhqueefuh/post/DNNqdbcxNgc,104,True,False,I was going to say something until I saw your ass getting whooped in the comments. You deserve this one.,,0,False,False,False,20,104,0,0,-0.5423,0.0,0.156,0.844,negative,0.0,0.0,neutral,-0.32538,negative,high,False,11
18121310137433859,"After looking at your profile picture it makes sense that you would support sugary shit being available on EBT. 

Go for a walk.  Eat a salad.",dustinbobst,2025-08-11 11:40:08+00:00,https://www.threads.com/@dustinbobst/post/DNNqBWMRoH7,142,True,False,"After looking at your profile picture it makes sense that you would support sugary shit being available on EBT. 

Go for a walk.  Eat a salad.",,0,False,False,True,26,142,0,0,-0.2263,0.089,0.119,0.792,negative,0.1,0.6000000000000001,neutral,-0.09577999999999998,negative,low,False,11
18284384833257112,There’s no way this isn’t a troll account,itswesbarnes,2025-08-11 11:16:29+00:00,https://www.threads.com/@itswesbarnes/post/DNNnUJaRH_P,41,True,False,There’s no way this isn’t a troll account,,0,False,False,False,8,41,0,1,-0.296,0.0,0.239,0.761,negative,0.0,0.0,neutral,-0.17759999999999998,negative,medium,False,11
18051836165530332,Sugar will make you more hungry.,j.nelly77,2025-08-11 11:08:14+00:00,https://www.threads.com/@j.nelly77/post/DNNmXrbukaD,32,True,False,Sugar will make you more hungry.,,0,False,False,False,6,32,0,0,0.0,0.0,0.0,1.0,neutral,0.5,0.5,positive,0.2,positive,medium,False,11
18094072417727028,"Sugar is always available, but it’s on their dime",susanhallholt,2025-08-11 11:06:26+00:00,https://www.threads.com/@susanhallholt/post/DNNmKjtOvv1,49,True,False,"Sugar is always available, but it’s on their dime",,0,False,False,False,9,49,0,0,0.0,0.0,0.0,1.0,neutral,0.4,0.4,positive,0.16000000000000003,positive,medium,False,11
18092857051647859,Staving off hunger with soda is the biggest and dumbest reach I have ever heard in my life. Please just say “ I want soda”. We don’t need to be gaslit about satiating hunger with it,the_jake_so_far,2025-08-11 08:52:45+00:00,https://www.threads.com/@the_jake_so_far/post/DNNW3ZNtP5u,181,True,False,Staving off hunger with soda is the biggest and dumbest reach I have ever heard in my life. Please just say “ I want soda”. We don’t need to be gaslit about satiating hunger with it,,0,False,False,False,36,181,0,1,-0.5574,0.112,0.174,0.714,negative,0.0,0.0,neutral,-0.33444,negative,high,False,8
17856067908484892,I mean you can buy WAY more bananas than a single soda and they’ll fill you up more,dope.sweat,2025-08-11 08:29:50+00:00,https://www.threads.com/@dope.sweat/post/DNNUPmIu19l,83,True,False,I mean you can buy WAY more bananas than a single soda and they’ll fill you up more,,0,False,False,True,18,83,0,0,0.0,0.0,0.0,1.0,neutral,0.15401785714285715,0.47544642857142855,positive,0.06160714285714286,positive,low,False,8
18171200296347722,Gayest lamest rage bait lmaooo,humbertocobian.1,2025-08-11 08:15:22+00:00,https://www.threads.com/@humbertocobian.1/post/DNNSlq7OBju,30,True,False,Gayest lamest rage bait lmaooo,,0,False,False,False,5,30,1,0,-0.7269,0.0,0.67,0.33,negative,0.0,0.0,neutral,-0.43613999999999997,negative,high,False,8
17931929961075225,"Successful opinion: creating a calorie deficit is about feeling a little uncomfortable - it’s not supposed to feed your cravings, or stave them off. Hope that helps 👍🏻",nonyah_b1z,2025-08-11 07:49:32+00:00,https://www.threads.com/@nonyah_b1z/post/DNNPodMt8sn,167,True,False,"Successful opinion: creating a calorie deficit is about feeling a little uncomfortable - it’s not supposed to feed your cravings, or stave them off. Hope that helps",👍🏻,1,False,False,False,27,167,0,1,0.7902,0.302,0.116,0.581,positive,0.020833333333333332,0.8166666666666668,neutral,0.48245333333333335,positive,high,False,7
18107281396530322,You could buy a bag of apples for 3 dollars,ahwrx,2025-08-11 06:55:36+00:00,https://www.threads.com/@ahwrx/post/DNNJdZuukfE,43,True,False,You could buy a bag of apples for 3 dollars,,0,False,False,False,10,43,0,0,0.0,0.0,0.0,1.0,neutral,0.0,0.0,neutral,0.0,neutral,low,False,6
18026001899719133,"But you could not but like 2 to 3 packs of ramen for that, which no, you don’t have to actually cook to eat. It would feed you several days as long as you had access to water. And a lot of places will give you free water. I’ve heard of all of those things, and I don’t actually care what anyone buys with it. Do what you want. But don’t flat out lie to try and justify poor decisions. You should still be allowed to make them regardless of them being terrible choices or not.",catbee2684,2025-08-11 06:53:29+00:00,https://www.threads.com/@catbee2684/post/DNNJN7guHqD,475,True,False,"But you could not but like 2 to 3 packs of ramen for that, which no, you don’t have to actually cook to eat. It would feed you several days as long as you had access to water. And a lot of places will give you free water. I’ve heard of all of those things, and I don’t actually care what anyone buys with it. Do what you want. But don’t flat out lie to try and justify poor decisions. You should still be allowed to make them regardless of them being terrible choices or not.",,0,False,False,False,96,475,0,3,-0.1938,0.092,0.099,0.81,negative,-0.134375,0.390625,negative,-0.17003,negative,medium,False,6
17979441167903630,Eat a can of fucking beans you idiot. Fiber and protein,stbernard_.ds,2025-08-11 06:08:19+00:00,https://www.threads.com/@stbernard_.ds/post/DNNEDHgu-yR,55,True,False,Eat a can of fucking beans you idiot. Fiber and protein,,0,False,False,False,11,55,0,0,-0.552,0.0,0.263,0.737,negative,-0.7,0.8,negative,-0.6112,negative,high,False,6
18066067628331915,Juice also staves off your cravings and is much healthier,oliver.tutak,2025-08-11 05:42:23+00:00,https://www.threads.com/@oliver.tutak/post/DNNBFItNon_,57,True,False,Juice also staves off your cravings and is much healthier,,0,False,False,False,10,57,0,0,0.0,0.0,0.0,1.0,neutral,0.2,0.2,positive,0.08000000000000002,positive,low,False,5
18231247015294607,"Actual soda would be one of the worst things to buy if you are hungry and only have 3$. There are plenty of cheap alternatives that offer some nutrients, are shelf stable and filling like a jar of peanut butter. Soda  doesn't have any protein, fiber or fat, which makes you feel full and stay full, but also the high sugar and caffeine can cause dehydration.",amanda_belleglass,2025-08-11 04:45:46+00:00,https://www.threads.com/@amanda_belleglass/post/DNM6mZqOltJ,358,True,False,"Actual soda would be one of the worst things to buy if you are hungry and only have 3$. There are plenty of cheap alternatives that offer some nutrients, are shelf stable and filling like a jar of peanut butter. Soda  doesn't have any protein, fiber or fat, which makes you feel full and stay full, but also the high sugar and caffeine can cause dehydration.",,0,False,False,False,66,358,0,0,-0.0516,0.049,0.037,0.914,negative,0.037142857142857144,0.6342857142857142,neutral,-0.01610285714285714,neutral,low,False,4
18521606941039908,"There is a direct pipeline from my paycheck (taxes) to your weight (sugar drinks)
You NOT going hungry bruh you big ash",nitrox2boosters,2025-08-11 04:42:40+00:00,https://www.threads.com/@nitrox2boosters/post/DNM6PsXtU9Y,119,True,False,"There is a direct pipeline from my paycheck (taxes) to your weight (sugar drinks)
You NOT going hungry bruh you big ash",,0,False,False,True,22,119,0,1,0.0,0.0,0.0,1.0,neutral,0.05,0.25,neutral,0.020000000000000004,negative,low,True,4
18043713569329090,"There is a direct pipeline from my paycheck (taxes) to your weight (sugar drinks)
You NOT going hungry bruh you big ash",nitrox2boosters,2025-08-11 04:42:22+00:00,https://www.threads.com/@nitrox2boosters/post/DNM6Nm5NYCS,119,True,False,"There is a direct pipeline from my paycheck (taxes) to your weight (sugar drinks)
You NOT going hungry bruh you big ash",,0,False,False,True,22,119,0,1,0.0,0.0,0.0,1.0,neutral,0.05,0.25,neutral,0.020000000000000004,negative,low,True,4
18039269132383386,What dumbass shit did I just stumble upon,i_am_grossdude,2025-08-11 04:25:21+00:00,https://www.threads.com/@i_am_grossdude/post/DNM4Q71O-EL,41,True,False,What dumbass shit did I just stumble upon,,0,False,False,False,8,41,0,1,-0.802,0.0,0.545,0.455,negative,-0.125,0.45,negative,-0.5312,negative,high,False,4
18280397170279536,Never in my life have I been hungry and thought oh a soda will take care of my hunger,adamtyler182,2025-08-11 04:05:56+00:00,https://www.threads.com/@adamtyler182/post/DNM2CrbRQpR,85,True,False,Never in my life have I been hungry and thought oh a soda will take care of my hunger,,0,False,False,False,19,85,0,1,0.296,0.144,0.09,0.766,positive,0.0,0.0,neutral,0.17759999999999998,positive,medium,False,4
17850899199530549,"Nice bait, sow",arfanclubofficial,2025-08-11 03:08:51+00:00,https://www.threads.com/@arfanclubofficial/post/DNMvgjuMFtm,14,True,False,"Nice bait, sow",,0,False,False,False,3,14,1,0,0.4215,0.583,0.0,0.417,positive,0.6,1.0,positive,0.49289999999999995,positive,high,False,3
18234651421294515,"$3 buys bananas, protein bar, small jar of peanut butter. Why would you drink empty calories with zero nutritional benefit?",cynthia.s.wall.9,2025-08-11 03:06:39+00:00,https://www.threads.com/@cynthia.s.wall.9/post/DNMvQibsWgV,123,True,False,"$3 buys bananas, protein bar, small jar of peanut butter. Why would you drink empty calories with zero nutritional benefit?",,0,True,False,False,20,123,0,0,0.296,0.132,0.079,0.789,positive,-0.175,0.45,negative,0.10759999999999999,positive,medium,False,3
18058859045459042,Bananas.. 78 cent a pound. Cucumber.. less than a dollar.,hash_glove,2025-08-11 02:36:46+00:00,https://www.threads.com/@hash_glove/post/DNMr1p7Mk4z,57,True,False,Bananas.. 78 cent a pound. Cucumber.. less than a dollar.,,0,False,False,False,10,57,0,0,0.0,0.0,0.0,1.0,neutral,-0.16666666666666666,0.06666666666666667,negative,-0.06666666666666667,negative,low,False,2
18039587291662622,I’m confused. How are you a software engineer and an engineering manager but on ebt? Is this ragebait 🤔,iknowsometech,2025-08-11 02:29:02+00:00,https://www.threads.com/@iknowsometech/post/DNMq8-BNqoy,103,True,False,I’m confused. How are you a software engineer and an engineering manager but on ebt? Is this ragebait,🤔,1,True,False,False,18,103,0,0,-0.1655,0.0,0.08,0.92,negative,-0.4,0.7,negative,-0.25930000000000003,negative,medium,False,2
17864311023378413,No wonder you’re 600 pounds and morbidly obese.,yeahhhtosports,2025-08-11 02:28:37+00:00,https://www.threads.com/@yeahhhtosports/post/DNMq5_GRFxI,47,True,False,No wonder you’re 600 pounds and morbidly obese.,,0,False,False,False,8,47,0,1,-0.296,0.0,0.239,0.761,negative,0.0,0.0,neutral,-0.17759999999999998,negative,medium,False,2
18122654548472208,The fastest thing I’ve seen a poor post on this. You fat poors are outta control,funnyguymike,2025-08-11 01:57:48+00:00,https://www.threads.com/@funnyguymike/post/DNMnYMMsbyZ,80,True,False,The fastest thing I’ve seen a poor post on this. You fat poors are outta control,,0,False,False,False,16,80,0,0,-0.4767,0.0,0.171,0.829,negative,-0.4,0.6,negative,-0.44602,negative,high,False,1
