id,text,username,timestamp,permalink,media_type,media_url,reply_length,has_text,is_nested,cleaned_text,emojis,emoji_count,has_question,has_exclamation,has_caps,word_count,char_count,positive_keywords,negative_keywords,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sentiment,textblob_polarity,textblob_subjectivity,textblob_sentiment,combined_sentiment_score,final_sentiment,confidence
18074327471060018,Wait until you won’t be able to buy pop with your SNAP benefits… It’s a new thing coming next year so good luck to ya 😂,acrane82,2025-08-10 03:08:56+00:00,https://www.threads.com/@acrane82/post/DNKKuWhsanI,TEXT_POST,,119.0,True,False,Wait until you won’t be able to buy pop with your SNAP benefits… It’s a new thing coming next year so good luck to ya,😂,1,False,False,True,25,119,1,0,0.8726,0.279,0.049,0.671,positive,0.3340909090909091,0.41988636363636367,positive,0.6571963636363637,positive,high
18090613804734001,Bun length ball park hot dogs are $2.97.,adamc_rk,2025-08-10 21:05:16+00:00,https://www.threads.com/@adamc_rk/post/DNMF5sHyVc0,40,TRUE,,,,Bun length ball park hot dogs are $2.97.,,0,False,False,False,8,40,0,0,0.0,0.0,0.0,1.0,neutral,0.25,0.8500000000000001,positive,0.1,positive,low
18280397170279536,Never in my life have I been hungry and thought oh a soda will take care of my hunger,adamtyler182,2025-08-11 04:05:56+00:00,https://www.threads.com/@adamtyler182/post/DNM2CrbRQpR,TEXT_POST,,85.0,True,False,Never in my life have I been hungry and thought oh a soda will take care of my hunger,,0,False,False,False,19,85,0,1,0.296,0.144,0.09,0.766,positive,0.0,0.0,neutral,0.17759999999999998,positive,medium
18416397850101304,"I’ve been to the point where I’ve had to buy a box of pancake mix and make it last a week, for EVERY meal. Not because I love pancakes, but because it was the cheapest and most filling thing I could think of that would make more than one meal. 
Sometimes it’s not about the healthiest or tastiest option. Sometimes it’s about finding what will sustain you the longest. 
Too many people don’t even TRY to understand situations they’ve never been put in.",adriannaaa_roseee,2025-08-10 00:21:43+00:00,https://www.threads.com/@adriannaaa_roseee/post/DNJ3lqIhf5i,TEXT_POST,,452.0,True,False,"I’ve been to the point where I’ve had to buy a box of pancake mix and make it last a week, for EVERY meal. Not because I love pancakes, but because it was the cheapest and most filling thing I could think of that would make more than one meal. 
Sometimes it’s not about the healthiest or tastiest option. Sometimes it’s about finding what will sustain you the longest. 
Too many people don’t even TRY to understand situations they’ve never been put in.",,0,False,False,True,83,454,1,2,-0.2924,0.0,0.026,0.974,negative,0.4,0.4333333333333333,positive,-0.015439999999999954,neutral,low
17882248521242616,You're definitely no nutritional authority,adventuremington,2025-08-10 17:08:47+00:00,https://www.threads.com/@adventuremington/post/DNLq1lmOZIl,TEXT_POST,,42.0,True,False,You're definitely no nutritional authority,,0,False,False,False,5,42,1,1,0.0716,0.332,0.421,0.246,neutral,0.0,0.5,neutral,0.04296,neutral,low
17855893353484431,"I will drink a coke to fill me up when I’m too busy to take a lunch break, or didn’t bring lunch from home and can’t spend the money on takeout. It’s just about getting through the day sometimes.",aedwards37,2025-08-10 10:45:33+00:00,https://www.threads.com/@aedwards37/post/DNK--vlO0rq,TEXT_POST,,195.0,True,False,"I will drink a coke to fill me up when I’m too busy to take a lunch break, or didn’t bring lunch from home and can’t spend the money on takeout. It’s just about getting through the day sometimes.",,0,False,False,False,39,195,0,0,0.0,0.0,0.0,1.0,neutral,0.1,0.3,neutral,0.04000000000000001,neutral,low
18016212770762009,Beggers can't be choosers. Be grateful for the money the government took from someone else and gave to you.,afreeman_livingthedream,2025-08-09 22:22:07+00:00,https://www.threads.com/@afreeman_livingthedream/post/DNJp5ltyj1l,TEXT_POST,,107.0,True,False,Beggers can't be choosers. Be grateful for the money the government took from someone else and gave to you.,,0,False,False,False,19,107,1,0,0.4588,0.143,0.0,0.857,positive,0.0,0.0,neutral,0.27527999999999997,positive,medium
18525729460056360,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,afreeman_livingthedream,2025-08-09 22:34:46+00:00,https://www.threads.com/@afreeman_livingthedream/post/DNJrWUjty3W,97,TRUE,,,,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,,0,False,False,False,16,97,0,0,0.4601,0.167,0.0,0.833,positive,-0.09375,0.64,neutral,0.23855999999999997,positive,medium
18525729460056360,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,afreeman_livingthedream,2025-08-09 22:34:46+00:00,https://www.threads.com/@afreeman_livingthedream/post/DNJrWUjty3W,97,TRUE,,,,Maybe show a little gratitude over entitlement and you'll get a very different reply from people.,,0,False,False,False,16,97,0,0,0.4601,0.167,0.0,0.833,positive,-0.09375,0.64,neutral,0.23855999999999997,positive,medium
17908790040084703,"Girl! I hear you! Sometimes I just don’t feel like eating 🥣 anything (I’m not poor, just picky) and I drink a soda 🥤 and life is better! Especially when I’m at work, (I’m a nurse👩🏼‍⚕️)",ahuffangel,2025-08-10 07:52:09+00:00,https://www.threads.com/@ahuffangel/post/DNKrIpEOa4a,TEXT_POST,,184.0,True,False,"Girl! I hear you! Sometimes I just don’t feel like eating  anything (I’m not poor, just picky) and I drink a soda  and life is better! Especially when I’m at work, (I’m a nurse)",🥣🥤👩🏼‍⚕️,3,False,True,False,34,184,0,1,0.833,0.17,0.0,0.83,positive,0.27499999999999997,0.7000000000000001,positive,0.6097999999999999,positive,high
18107281396530322,You could buy a bag of apples for 3 dollars,ahwrx,2025-08-11 06:55:36+00:00,https://www.threads.com/@ahwrx/post/DNNJdZuukfE,TEXT_POST,,43.0,True,False,You could buy a bag of apples for 3 dollars,,0,False,False,False,10,43,0,0,0.0,0.0,0.0,1.0,neutral,0.0,0.0,neutral,0.0,neutral,low
18320872864227522,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",aicaicem,2025-08-10 17:35:48+00:00,https://www.threads.com/@aicaicem/post/DNLt7cTx7VZ,TEXT_POST,,225.0,True,False,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",,0,False,False,False,46,226,0,1,0.6652,0.11,0.0,0.89,positive,0.25,0.4444444444444444,positive,0.49912,positive,high
18164387911325049,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",aicaicem,2025-08-10 17:35:35+00:00,https://www.threads.com/@aicaicem/post/DNLt56BxlxP,TEXT_POST,,225.0,True,False,"Yeah when I had my first job, I had enough money for vending machine lunches
 So it was a bag of potato chips and a can of mountain do. Wasn't the healthiest, but it was better than chips and water, or even two bags of chips.",,0,False,False,False,46,226,0,1,0.6652,0.11,0.0,0.89,positive,0.25,0.4444444444444444,positive,0.49912,positive,high
17941920054018964,"also people with t1 diabetes need access to sugary drinks! it helps them get their blood sugar up much faster than food, so if they're dropping quickly it's much better to have a soda on hand",alaina_k_burr,2025-08-10 19:47:56+00:00,https://www.threads.com/@alaina_k_burr/post/DNL9DMkBozS,TEXT_POST,,191.0,True,False,"also people with t1 diabetes need access to sugary drinks! it helps them get their blood sugar up much faster than food, so if they're dropping quickly it's much better to have a soda on hand",,0,False,True,False,36,191,0,0,0.8398,0.214,0.0,0.786,positive,0.35,0.35,positive,0.64388,positive,high
18074571070989784,1 banana and 1 Apple would be a better option.,alemorales_123,2025-08-10 18:56:19+00:00,https://www.threads.com/@alemorales_123/post/DNL3JQIvfM8,TEXT_POST,,46.0,True,False,1 banana and 1 Apple would be a better option.,,0,False,False,False,10,46,0,0,0.4404,0.244,0.0,0.756,positive,0.5,0.5,positive,0.46424,positive,high
18124832446462834,You know what's even better than a $3 jug of soda. 3-6 cans of beans for $3 which could feed you for a couple days. Has protein and fiber to stave off hunger and actual nutrition.,alex.w.burton,2025-08-10 01:04:16+00:00,https://www.threads.com/@alex.w.burton/post/DNJ8dRwM7va,TEXT_POST,,179.0,True,False,You know what's even better than a $3 jug of soda. 3-6 cans of beans for $3 which could feed you for a couple days. Has protein and fiber to stave off hunger and actual nutrition.,,0,False,False,False,36,179,0,1,0.2263,0.075,0.051,0.874,positive,0.25,0.3,positive,0.23578,positive,medium
17948938712880719,"SNAP sounds for Supplemental Nutrition Assistance Program. Soda, while enjoyable to drink, is made up of empty calories and is largely bereft of nutritional value. If the taxpayer is forced to pay for your “nutrition” it should be nutritious, not a sugary treat.",alexbitzan,2025-08-10 20:41:42+00:00,https://www.threads.com/@alexbitzan/post/DNMDNEYJJI-,TEXT_POST,,262.0,True,False,"SNAP sounds for Supplemental Nutrition Assistance Program. Soda, while enjoyable to drink, is made up of empty calories and is largely bereft of nutritional value. If the taxpayer is forced to pay for your “nutrition” it should be nutritious, not a sugary treat.",,0,False,False,True,43,262,0,2,-0.2865,0.104,0.167,0.729,negative,0.07857142857142857,0.43214285714285716,neutral,-0.14047142857142852,negative,medium
17887706862204892,Spoken like a true big back,alexd_1231,2025-08-11 15:28:23+00:00,https://www.threads.com/@alexd_1231/post/DNOEJErR-rM,TEXT_POST,,27.0,True,False,Spoken like a true big back,,0,False,False,False,6,27,0,0,0.6486,0.57,0.0,0.43,positive,0.11666666666666665,0.25,positive,0.4358266666666666,positive,high
18079100842901113,Who gives af what’s satiating to someone or not,alexisokayaf,2025-08-10 07:21:46+00:00,https://www.threads.com/@alexisokayaf/post/DNKnqIktOMv,TEXT_POST,,47.0,True,False,Who gives af what’s satiating to someone or not,,0,False,False,False,9,47,0,1,0.0,0.0,0.0,1.0,neutral,0.0,0.0,neutral,0.0,neutral,low
17883071709356957,Well in that case get sugar and water. Still comes up less expensive than soda 🤷🏻‍♀️,aliceblin,2025-08-10 01:46:50+00:00,https://www.threads.com/@aliceblin/post/DNKBVF8RtFn,TEXT_POST,,84.0,True,False,Well in that case get sugar and water. Still comes up less expensive than soda,🤷🏻‍♀️,1,False,False,False,15,84,0,0,0.2732,0.091,0.0,0.909,positive,-0.3333333333333333,0.3833333333333333,negative,0.03058666666666665,positive,low
18075249640824392,Been through all 3. Have low sugar issues and I still agree with my tax paying dollars to fund something healthier. An apple is around 1$ and would work best than sugar. It’s a simple/complex carb thing. Look it up if you worry about these things you say you do!,aliceblin,2025-08-10 01:48:03+00:00,https://www.threads.com/@aliceblin/post/DNKBd-YxDxk,262,TRUE,,,,Been through all 3. Have low sugar issues and I still agree with my tax paying dollars to fund something healthier. An apple is around 1$ and would work best than sugar. It’s a simple/complex carb thing. Look it up if you worry about these things you say you do!,,0,False,True,False,50,262,1,0,0.4574,0.121,0.086,0.793,positive,0.5,0.3,positive,0.47444,positive,high
18159828703335582,Snap seem to be feeding you well babe.,aliciasmiff,2025-08-10 08:49:53+00:00,https://www.threads.com/@aliciasmiff/post/DNKxvk9u__k,TEXT_POST,,38.0,True,False,Snap seem to be feeding you well babe.,,0,False,False,False,8,38,0,0,0.2732,0.231,0.0,0.769,positive,0.0,0.0,neutral,0.16391999999999998,positive,medium
18372731287181265,"There’s plenty of other beverages you can drink. Sugar in most available soda pop is high fructose corn syrup, very far from regular sugar",allik4tt,2025-08-10 00:59:29+00:00,https://www.threads.com/@allik4tt/post/DNJ76LpAimp,TEXT_POST,,138.0,True,False,"There’s plenty of other beverages you can drink. Sugar in most available soda pop is high fructose corn syrup, very far from regular sugar",,0,False,False,False,24,138,0,0,0.0,0.0,0.0,1.0,neutral,0.1775,0.4819871794871795,positive,0.071,positive,low
18015338225769096,"You’re right, it is unpopular.",almanaylor1,2025-08-10 14:41:02+00:00,https://www.threads.com/@almanaylor1/post/DNLZ7gAu65z,TEXT_POST,,30.0,True,False,"You’re right, it is unpopular.",,0,False,False,False,5,30,1,0,0.0,0.0,0.0,1.0,neutral,0.2857142857142857,0.5357142857142857,positive,0.11428571428571428,positive,medium
18114759985512086,You need to lay off the sugar not than a little hun.,alock_23,2025-08-10 06:37:44+00:00,https://www.threads.com/@alock_23/post/DNKinnsN-Qm,TEXT_POST,,52.0,True,False,You need to lay off the sugar not than a little hun.,,0,False,False,False,12,52,0,1,0.0,0.0,0.0,1.0,neutral,-0.1875,0.5,negative,-0.07500000000000001,negative,low
18231247015294607,"Actual soda would be one of the worst things to buy if you are hungry and only have 3$. There are plenty of cheap alternatives that offer some nutrients, are shelf stable and filling like a jar of peanut butter. Soda  doesn't have any protein, fiber or fat, which makes you feel full and stay full, but also the high sugar and caffeine can cause dehydration.",amanda_belleglass,2025-08-11 04:45:46+00:00,https://www.threads.com/@amanda_belleglass/post/DNM6mZqOltJ,TEXT_POST,,358.0,True,False,"Actual soda would be one of the worst things to buy if you are hungry and only have 3$. There are plenty of cheap alternatives that offer some nutrients, are shelf stable and filling like a jar of peanut butter. Soda  doesn't have any protein, fiber or fat, which makes you feel full and stay full, but also the high sugar and caffeine can cause dehydration.",,0,False,False,False,66,358,0,0,-0.0516,0.049,0.037,0.914,neutral,0.037142857142857144,0.6342857142857142,neutral,-0.01610285714285714,neutral,low
18087441070761322,Something that also has sugar (naturally from the fruit) and is liquid? Orange juice. And it will still be covered. But so many better more filling things can be purchased for $3,amandagracephoto.co,2025-08-10 04:17:07+00:00,https://www.threads.com/@amandagracephoto.co/post/DNKShzBto4P,TEXT_POST,,178.0,True,False,Something that also has sugar (naturally from the fruit) and is liquid? Orange juice. And it will still be covered. But so many better more filling things can be purchased for $3,,0,True,False,False,32,178,0,0,0.6448,0.121,0.0,0.879,positive,0.4,0.475,positive,0.54688,positive,high
18102296536506523,Oink,americainteresting2,2025-08-10 23:46:21+00:00,https://www.threads.com/@americainteresting2/post/DNMYVfypBhL,TEXT_POST,,4.0,True,False,Oink,,0,False,False,False,1,4,0,0,0.0,0.0,0.0,1.0,neutral,0.0,0.0,neutral,0.0,neutral,low
17934003837074108,I don’t suppose you’ve heard of a salad,americainteresting2,2025-08-10 23:46:35+00:00,https://www.threads.com/@americainteresting2/post/DNMYXLUJoLF,39,TRUE,,,,I don’t suppose you’ve heard of a salad,,0,False,False,False,8,39,0,0,0.0,0.0,0.0,1.0,neutral,0.0,0.0,neutral,0.0,neutral,low
18069347930117599,This is the stupidest thing I have read all day,andrew_aldridge,2025-08-10 10:48:54+00:00,https://www.threads.com/@andrew_aldridge/post/DNK_XNQutZS,TEXT_POST,,47.0,True,False,This is the stupidest thing I have read all day,,0,False,False,False,10,47,0,1,-0.5267,0.0,0.274,0.726,negative,0.0,0.0,neutral,-0.31601999999999997,negative,high
17980673282909512,I've been both. And I say that SNAP cutting off sugary food is awesome,angelic_syns,2025-08-10 02:52:24+00:00,https://www.threads.com/@angelic_syns/post/DNKI1OdsNTf,70,TRUE,,,,I've been both. And I say that SNAP cutting off sugary food is awesome,,0,False,False,True,14,70,1,0,0.5574,0.233,0.085,0.682,positive,0.2,0.95,positive,0.41444000000000003,positive,high
17980673282909512,I've been both. And I say that SNAP cutting off sugary food is awesome,angelic_syns,2025-08-10 02:52:24+00:00,https://www.threads.com/@angelic_syns/post/DNKI1OdsNTf,70,TRUE,,,,I've been both. And I say that SNAP cutting off sugary food is awesome,,0,False,False,True,14,70,1,0,0.5574,0.233,0.085,0.682,positive,0.2,0.95,positive,0.41444000000000003,positive,high
18147369376396714,I don’t think soda is ever a good option regardless unless you’re drinking it with whiskey,angelnoel_96_19_20_21_23,2025-08-10 18:55:48+00:00,https://www.threads.com/@angelnoel_96_19_20_21_23/post/DNL3FbAJmOc,TEXT_POST,,90.0,True,False,I don’t think soda is ever a good option regardless unless you’re drinking it with whiskey,,0,False,False,False,16,90,1,0,0.4404,0.162,0.0,0.838,positive,0.7,0.6000000000000001,positive,0.54424,positive,high
17983617746711753,Orrrrr 3 apples,annadparker,2025-08-10 11:46:37+00:00,https://www.threads.com/@annadparker/post/DNLF97gAT8h,TEXT_POST,,15.0,True,False,Orrrrr 3 apples,,0,False,False,False,3,15,0,0,0.0,0.0,0.0,1.0,neutral,0.0,0.0,neutral,0.0,neutral,low
18091802401661137,Make spaghetti,apicasso74,2025-08-10 22:23:53+00:00,https://www.threads.com/@apicasso74/post/DNMO5ZXRnqp,TEXT_POST,,14.0,True,False,Make spaghetti,,0,False,False,False,2,14,0,0,0.0,0.0,0.0,1.0,neutral,0.0,0.0,neutral,0.0,neutral,low
18303787999217826,There was a point in time where my family could only eat what we went out and killed ourselves or what food stamps provided. Soda was a luxury because actually nutritious meals were gonna get us by for longer than the short term sugar high.,archelunatic,2025-08-10 08:34:50+00:00,https://www.threads.com/@archelunatic/post/DNKwBWZOLHs,TEXT_POST,,240.0,True,False,There was a point in time where my family could only eat what we went out and killed ourselves or what food stamps provided. Soda was a luxury because actually nutritious meals were gonna get us by for longer than the short term sugar high.,,0,False,False,False,45,240,0,0,-0.6705,0.0,0.093,0.907,negative,-0.008000000000000002,0.388,neutral,-0.40549999999999997,negative,high
17850899199530549,"Nice bait, sow",arfanclubofficial,2025-08-11 03:08:51+00:00,https://www.threads.com/@arfanclubofficial/post/DNMvgjuMFtm,TEXT_POST,,14.0,True,False,"Nice bait, sow",,0,False,False,False,3,14,1,0,0.4215,0.583,0.0,0.417,positive,0.6,1.0,positive,0.49289999999999995,positive,high
18078432833308637,Sugar is the fastest digesting source of calories its not sustaining nobody’s hunger and people can go a month without food u dont need a daily sugar injection with no nutrients.,artur.makaryan0,2025-08-10 05:51:12+00:00,https://www.threads.com/@artur.makaryan0/post/DNKdS1nNC3N,178,TRUE,,,,Sugar is the fastest digesting source of calories its not sustaining nobody’s hunger and people can go a month without food u dont need a daily sugar injection with no nutrients.,,0,False,False,False,31,178,0,1,-0.1179,0.053,0.067,0.88,negative,0.0,0.0,neutral,-0.07074,negative,low
18009578453608776,"You know what else staves off hunger?? The gym. Or in the absence of a gym, 7 or 8 laps 6 times a week around a local school track.",asmithberg1977,2025-08-09 23:14:10+00:00,https://www.threads.com/@asmithberg1977/post/DNJv22CtFfj,TEXT_POST,,131.0,True,False,"You know what else staves off hunger?? The gym. Or in the absence of a gym, 7 or 8 laps 6 times a week around a local school track.",,0,True,False,False,29,131,0,2,-0.3313,0.0,0.078,0.922,negative,-0.00625,0.0,neutral,-0.20128,negative,medium
18043814708641699,Rice is cheaper than soda you fat fuck,atouchofturquoise,2025-08-09 22:13:14+00:00,https://www.threads.com/@atouchofturquoise/post/DNJo4mSuAMR,TEXT_POST,,38.0,True,False,Rice is cheaper than soda you fat fuck,,0,False,False,False,8,38,0,0,-0.5423,0.0,0.333,0.667,negative,-0.4,0.6,negative,-0.48538000000000003,negative,high
17909194590195262,yeah I know a bunch of homeless people who have to basically eat garbage because they don't have access to a kitchen,audreylbowers,2025-08-09 22:54:09+00:00,https://www.threads.com/@audreylbowers/post/DNJtkRAPG_J,116,TRUE,,,,yeah I know a bunch of homeless people who have to basically eat garbage because they don't have access to a kitchen,,0,False,False,False,22,116,0,1,0.296,0.095,0.0,0.905,positive,0.0,0.0,neutral,0.17759999999999998,positive,medium
18396661276143785,"I personally could come up with a lot better options for $3. 
But I don’t think it’s anyone else’s decision to make other than the person buying it so there’s also that.",auriellamonroe,2025-08-10 03:02:51+00:00,https://www.threads.com/@auriellamonroe/post/DNKKB0TRHdq,TEXT_POST,,169.0,True,False,"I personally could come up with a lot better options for $3. 
But I don’t think it’s anyone else’s decision to make other than the person buying it so there’s also that.",,0,False,False,False,32,170,0,0,0.2382,0.059,0.0,0.941,positive,0.125,0.39166666666666666,positive,0.19291999999999998,positive,medium
